id,body,created_at,entities,likes
230093697,$TSLA lol! You rotten SOBs trying to hold this down in ah it will soar over 2000 in no time! S&amp;P time $$$ last chance to cover under 2000,7/22/2020,Bullish,5
230093616,$NKLA A day will come when this will be in talks to be added to s&amp;p .. just like $TSLA,7/22/2020,Bullish,6
230093136,$TSLA no way this puppy doest rocket to $1800 by open tomorrow lmao too much retard strength with this one,7/22/2020,Bullish,5
230091355,$AAPL $MSFT $TSLA Cramer goes bullish on Microsoft and Tesla earnings!!,7/22/2020,Bullish,15
230090267,"$TSLA I really hope this is bullish, but the signs after today&#39;s earnings keep pointing to bearish. What a strange earning report and call. Hope the signs are wrong about this.",7/22/2020,Bearish,1
230088890,$TSLA so where&#39;s that guy with the 20k on 1750 calls 7/24,7/22/2020,Bearish,3
230088445,$TSLA 2024 - Tesla beats estimates by reporting $5Billion in regulatory credit sales. They also reported that they sold some cars.,7/22/2020,Bearish,2
230088208,"$TSLA Calls and puts red tomorrow. Next time pay attention to that 200% implied volatility. For example, if you paid $65 for those $1700 calls don&#39;t be shocked when tomorrow they open at less than $20 even though the stock went up over $70 after hours. The only ones making money tomorrow if this pop holds are shareholders. Option premiums will be slaughtered.  $100 bucks.",7/22/2020,Bearish,5
230087714,$TSLA Numbers does not add up. Elon can&#39;t explain without confusing all the bulls,7/22/2020,Bearish,2
230087585,"$TSLA hmm this earning is strange feel like its gonna drop but bounce back in a few months. Bearish now, bullish later. Hopefully its bullish in the long run",7/22/2020,Bearish,2
,,,,
229760676,"Items I would love to hear during Earnings 

1. GAAP profit 
2. Guidance revision to the upside 
3. Finalizing Gigafactory in Austin, TX 
4. Contemplating 2nd plant in China 
5. Cybertruck phased in for production
6. Increasing apparel business 

$TSLA ðŸš€",7/21/2020,Bullish,4
229760390,$TSLA Elon is going to drop his best er yet tomorrow.,7/21/2020,Bullish,4
229758102,$TSLA lots a bears talking shit. That means we go up!,7/21/2020,Bullish,4
229757904,"$TSLA the odds are if they report loss is as expected or less than expected, it will probably surge. If a profit is reported, it will surge hard... $2000 will be the near term target...",7/21/2020,Bullish,4
229757895,"$FVAC 
$FVACWS  the warrants are and easy 10-20 X from here

$FVAC will control 20% of worlds supply and be a go to provider for western hemisphere   national defense $TSLA etc..",7/21/2020,Bullish,6
229748093,$TSLA that looks like they will kill options and not move much!,7/21/2020,Bearish,1
229745645,$TSLA so $2000 by end of August is genius!,7/21/2020,Bearish,1
229743765,$TSLA I smell fear in the air,7/21/2020,Bearish,1
229740293,"$SPY $F $BA  $TSLA The new Tesla killer machine, Ford Mustang Mach-E 1400 that comes with a Boeing 737 Max rear spoiler. Telsa bagholders will be decimated when this comes out, lol",7/21/2020,Bearish,10
229739766,$TSLA about to find those weak hands this week! A lot of rookies in here too so if price drops it will drooooppp!,7/21/2020,Bearish,1
,,,,
229379409,"$AMZN no bears should be on this baby no excuses, go be bearish on hype train $TSLA not my baby $AMZN ðŸ˜ðŸ˜",7/20/2020,Bullish,2
229379068,$TSLA yummie . Pls give me more bears to eat.,7/20/2020,Bullish,9
229378438,$ONTX This must be what it feels like to be in $TSLA..... Just up and up and up.......,7/20/2020,Bullish,8
229377129,"$TSLA 1700 pre, 2k by EC. Buy buy buy!!",7/20/2020,Bullish,4
229376529,$TSLA . Loaded up on tesla call options before ER. Let this bubble ride to the moon. may dump those call options after the ER day pop.,7/20/2020,Bullish,2
229361849,$TSLA I did not buy APPLE iPhone 11 as they are made in china. I always wanted to iPhone instead I bought Samsung S20 (Korean). Not buying any Chinese made products and apple of one of them. Its just the Health &amp; economy choas they caused to world for power and profits!!,7/20/2020,Bearish,
229360470,"$TSLA okay class, where are we today!?",7/20/2020,Bearish,2
229359475,"$TSLA Be fearful when everyone is greedy. 
Going to buy 1000 put tomorrow.",7/20/2020,Bearish,2
229357803,$SPY I saw a video on the dot com bubble and itâ€™s eye opening how people even quit their jobs to throw money at companies making thousands a day $DIA $TSLA $MRNA $QQQ,7/20/2020,Bearish,2
229355107,$TSLA this is like buying a no 2 pencil for 400.00,7/20/2020,Bearish,3
,,,,
401956832,$TSLA Burry already accepted defeat and bears have no help. Burry jumps in again and he will lose again. Burry just send me your money ðŸ¤£,11/6/2021,Bullish,1
401956514,$TSLA 100% manipulation for his amusement.ðŸ¤£ðŸ˜‚,11/6/2021,Bullish,2
401956370,$TSLA Elonâ€™s tweet is code for something. You really think heâ€™s going to announce heâ€™s going to sell. He will just sell without telling you and it will be little bit here and their to not bring attention. ðŸ¤¦ðŸ»â€â™‚ï¸,11/6/2021,Bullish,3
401956206,$TSLA investing in this like dating my crazy college boyfriend who looked like jude law and sold drugs and cheated on me.,11/6/2021,Bullish,2
401955777,"$TSLA my gut tells me heâ€™s doing that thing again. Similar to the â€œTesla stock price too high imoâ€ where everyone thought he meant overvalued but he was alluding to a split. This smells of the same. He knows the poll would yield low. Heâ€™s got something up his sleeve and heâ€™s looking to trap a bunch of shorts. 

Weâ€™ll see.",11/6/2021,Bullish,2
401956712,"$TSLA I bet as soon he sells, the US Government will freeze his accounts to prevent him from transferring his funds to offshore accounts.",11/6/2021,Bearish,2
401956313,$TSLA gonna short this when european exchanges open 3 am ny time,11/6/2021,Bearish,2
401956199,"$TSLA Elon Will be worth less than $25.00 billion from current level of $250.00 billion in less than 2 years, too much clown shows lately in America, TSLA&#39;S P/E of 500 means it will have to take 500 years to justify the current price of $1200.00.",11/6/2021,Bearish,2
401955958,"For every $11.11 $TSLA moves, the S&amp;P 500 changes 1 point ðŸ‘¹ See you Monday $SPY",11/6/2021,Bearish,7
401955840,"Elon Musk dumping 10% of his $TSLA shares https://twitter.com/elonmusk/status/1457064697782489088?s=20 ... Brother sold already $108 million of Tesla shares on Friday (source: Meet Kevin Paffrath). Cathie Wood&#39;s ARK Invest (who also just dumped a boatload of $Z )  has also been selling a portion of TSLA shares for weeks now. Speculation is that Elon will buy more $BTC.X as it&#39;s expected to continue the rise.
Might be good to speculate on buying an expected strong Tesla (TSLA) dip in the coming days (remember, Elon will still hold 90% of his TSLA shares.)",11/6/2021,Bearish,6
,,,,
401770086,"$DIS $EPD that moment when you wish there wasn&#39;t a weekend, BULLISH in every aspect!! Sorry bears, all I have is just love and hugs $SPY $TSLA $NIO",11/5/2021,Bullish,5
401769734,$TSLA THE MONEY I MADE THIS WEEK GOING TO GET THAT HOT HOOKER,11/5/2021,Bullish,9
401768195,$TSLA Joe biden shits his self,11/5/2021,Bullish,6
401767290,$TSLA $3000 PT confirmed if Obamacare is repealed.,11/5/2021,Bullish,5
401765786,"$TSLA     I believe Cathie&#39;s prediction that the ICE car market is going to collapse. 
 
People will either jump to EVs or hesitate awhile in buying a new car to see what new options are coming out.   But what they probably will NOT do is pay a large amount for an ICE car that is going to be obsolete on day one of ownership.   
 
A traditional ICE car is as good as it will ever be the day you buy it. 
 
A TSLA is the first car ever built, that gets better with age.   This partially explains their incredible resale value.  Remember how bears used to sternly warn us the battery would die after 8 years, and then your once $35,000 car will need a new $22,000 battery. 
 
Gee, it never happened that way.  Batteries are going far longer than 8 years.  Then, the OTA software updates fix bugs and adds new features and capabilities. 
 
When more EV makers copy TSLA, it&#39;s going to be death for ICE cars.",11/5/2021,Bullish,4
401764045,Before you know it $TSLA will be acting like $PTON. ðŸ“‰,11/5/2021,Bearish,7
401762031,"$TSLA Imagine all of the hedge funds, institutional investors, etc. Musk would throw under the bus so he can save his own skin. He would be one of the biggest rats.",11/5/2021,Bearish,3
401761001,$TSLA FRAUD!,11/5/2021,Bearish,3
401750606,$TSLA next week going to be bloody. Hope yâ€™all took profit,11/5/2021,Bearish,8
401748162,$TSLA ohh man this is getting juicy. I love it I love it,11/5/2021,Bearish,2
,,,,
401200310,$TSLA  i have been watching TSLA every Friday goes up $50,11/4/2021,Bullish,5
401199694,$TSLA  every Friday TSLA  go up $50,11/4/2021,Bullish,4
401198733,$TSLA  shorts are force to cover tomorrow,11/4/2021,Bullish,9
401198595,$TSLA More orders then they know what to do with. This is a 2k+ stock and you all know it.,11/4/2021,Bullish,8
401196182,$TSLA letâ€™s push this to 1500 for another split. ðŸ¤«,11/4/2021,Bullish,16
401196049,"$TSLA so many articles trying to pump the stock there is literally nothing more to squeezeâ€¦ this is going down. Donâ€™t get me wrong I love Tesla, but this is completely fucked upâ€¦",11/4/2021,Bearish,10
401195709,$TSLA gonna drag down the market tomorrow $QQQ $SPY $DIA,11/4/2021,Bearish,8
401194893,$TSLA tomorrow pandemic fears and Friday usual sell offâ€¦ overpriced stocks should decline hard,11/4/2021,Bearish,3
401186306,"$TSLA The economy has been artificially inflated to postpone the inevitable crash due to inflation and supply chain problems. The writing is all over the walls, switch to dry powder or bearish mindset. The next few weeks are going to get ugly, everyone is missing earnings by huge amounts.",11/4/2021,Bearish,2
401185261,$TSLA definetly running out of momentum and $1240 starting to look like the top. Only one way from here back to Earth.,11/4/2021,Bearish,5
,,,,
400585105,$TSLA So we going to $1400 Tomorrow Folks! Hmmmm you never know when the wind may blow. Something is really brewing with Tesla right now!,11/3/2021,Bullish,3
400584949,$TSLA in major talks for $2.4BILLION cash purchase from $LYFT - CEO,11/3/2021,Bullish,4
400583821,"$SKLZ A reminder for those who werenâ€™t in it, $TSLA also tanked AH after they reported earnings on Oct. 20th.  Fast forward two weeks and itâ€™s now at all time highs.  ðŸ˜Ž",11/3/2021,Bullish,9
400582025,$TSLA am I the only one that loves when Cathy sells and the stock goes ðŸš€ðŸš€.,11/3/2021,Bullish,7
400580245,$CEI big whale Nancy pelosi waiting to buy this stock waiting for inside info to be confirmed.ðŸ¦âœ¨ðŸ“ˆðŸŒðŸš¨ #letsgobrandon $DWAC $PHUN $ANY $TSLA,11/3/2021,Bullish,14
400576101,$TSLA i bought 11/05 1020 put lastweek now i am done...ðŸ˜‡,11/3/2021,Bearish,4
400574551,"$TSLA please open up at $1,300!!! Will throw $100k on Nov.5 puts! Make an easy $20k in 5 minutes",11/3/2021,Bearish,5
400574384,$TSLA Got some puts nearc close.,11/3/2021,Bearish,2
400561064,$TSLA please go to 1198,11/3/2021,Bearish,4
400559069,"$TSLA,I cashed out at 1018$
Thought maybe it will hit 1100.ðŸ˜³
ðŸ¤£ðŸ¤£congrats Bulls.
I jumping with bears now, So I can get back in.
Bring it back to 800$",11/3/2021,Bearish,4
,,,,
399919496,$TSLA wealth can not be built with a short term mindset. Stay long with Tesla and one shall be rewarded handsomely. The best has yet to come ðŸ’ª,11/2/2021,Bullish,4
399917631,$TSLA letâ€™s all just accept the fact that shorts are butt-Hertz,11/2/2021,Bullish,6
399915332,$TSLA $NIO $XPEV Lets keep it greedy!,11/2/2021,Bullish,10
399913399,$TSLA itâ€™s real boys. Hertz and Tesla. https://www.hertz.com/blog/electric-vehicles/tesla/,11/2/2021,Bullish,8
399912869,$TSLA had a pull back but I&#39;m still up 67% on my shares and also made money on my calls.. ... I would say it was a good day.. for sure,11/2/2021,Bullish,5
399912658,"$TSLA Elon probably said, make it skyrocket, oh wait too much rocket. Bring the stock back down so we can announce the split. ðŸš€ðŸš€",11/2/2021,Bullish,4
399936443,$TSLA don&#39;t think there is any more upside left to this stock,11/2/2021,Bearish,4
399934484,"$tsla not sure if this is bahhh top.  But gonna take an edjumacated guess it ainâ€™t da bahhhhhtom!   ðŸ¿

â¤ï¸ðŸ‘‘ðŸŒˆðŸ¦„",11/2/2021,Bullish,8
399930631,$SPY hey look Jerome and his cronies front running the tightening tomorrow . $DIA $QQQ $TSLA  somebody knows something $VIX,11/2/2021,Bearish,15
399929085,$TSLA this thing is bleeding hard. Puts looking juicy in the morning. First time itâ€™s been red ah. Tells you the next couple days will be bad for bulls.,11/2/2021,Bearish,7
399927812,$SPY Im back you Degenerative Butt holes ! $TSLA $CAR $AAPL $MSFT,11/2/2021,Bearish,6
399926447,$TSLA bulls were after $1200 short term. They got it. Momentum traders are taking profits at these levels and this will quiet back down. Bears are not idiots here. Bulls are being ridiculously greedy. Stocks go up and down. I trade both ways.,11/2/2021,Bearish,11
,,,,
405552563,$TSLA here comes the rip,11/15/2021,Bullish,3
405551100,$TSLA last chance to load,11/15/2021,Bullish,3
405550673,$TSLA Keep dropping it please !!! I need more cheap calls.,11/15/2021,Bullish,4
405548238,$TSLA might be time to add.,11/15/2021,Bullish,3
405547856,"$MARK The new $MARK Partner &quot;Brightline Transportation&quot; works also with $TSLA ! &quot;Brightline lines up Teslas, shuttles and buses to make your commute even easier
Nov. 1, 2021
The new system resolves â€œthe long-standing gaps of the first and last mileâ€ between passenger homes and the rail stations, Brightline CEO Patrick Goddard says.&quot; &gt;&gt;&gt; https://www.masstransitmag.com/alt-mobility/shared-mobility/news/21244620/fl-brightline-lines-up-teslas-shuttles-and-buses-to-make-your-commute-even-easier",11/15/2021,Bullish,4
405547363,"$TSLA  All this because the corruption, manipulation and childish jealousy of the United States gov&#39;t .  The attempt to cripple the company doing the most FOR THE WORLD...and bully baby USA can&#39;t do it any other way . Cheaters â€¼ï¸",11/15/2021,Bullish,4
405552997,$TSLA stop being an Elon fanboy and just short this trash,11/15/2021,Bearish,2
405550146,"$TSLA sold my last put, this could bounce from here but for my bears I hope it drops to 500$",11/15/2021,Bearish,3
405548826,"$TSLA posted this on Facebook last week, Elon fan Boys laughed at me..... hopefully they lose a few thousands today",11/15/2021,Bearish,3
405548024,$TSLA for all Tesla bulls,11/15/2021,Bearish,4
405547836,$TSLA Bulls you lose,11/15/2021,Bearish,4
405547105,$TSLA  plummeting.,11/15/2021,Bearish,6
405547096,$TSLA nah still overvalued,11/15/2021,Bearish,5
,,,,
405378631,"$TSLA thanks Bernie Sanders,, this will go up",11/14/2021,Bullish,6
405378615,@Nate50 That got people talking about $TSLA. Similarly people are talking about $SAITAMA.X.,11/14/2021,Bullish,2
405376922,$TSLA bears post your last words so we can clown your all tomorrow,11/14/2021,Bullish,6
405375679,$AMC I want to buy a $TSLA when the MOASS hits.,11/14/2021,Bullish,6
405375441,"This week in history: 
On Nov. 16, 2020 it was announced that $TSLA would be included in SPY.   Of course, some of us were expecting it ðŸ¤‘   

Don&#39;t worry if you missed out, because DOW inclusion is next",11/14/2021,Bullish,6
405369348,$TSLA it amazing how desperate the bears are.ðŸ˜ŽðŸ˜‚,11/14/2021,Bullish,8
405372435,$TSLA Under $1000 tomorrow? I think so ðŸ˜‰,11/14/2021,Bearish,4
405371739,$TSLA CEO or Joker? Better delete your twitter acc... EOW 820$,11/14/2021,Bearish,4
405371639,$TSLA Bernie must have struck a nerve. Mention â€˜taxesâ€™ to a billionaire and they result to insults and bullying. Yikes!!! He didnâ€™t even tag Elon in the first place! ðŸ¤£ðŸ¤¡,11/14/2021,Bearish,6
405371144,$TSLA boycott this stock NOW ðŸ˜¡..why would he use this kind of words on Bernie ðŸ˜¡,11/14/2021,Bearish,5
405368684,"$TSLA people are anchored to 17 million shares or 10%. what if he drops 15 million in one day? in addition to the 5 million from last week.
10% is blown up. ignites panic =sub $700 fast.

long term bull but this is chess, where pieces sacrificed for long term gain",11/14/2021,Bearish,3
405366020,"$TSLA 

Daddy Elon going to sell more shares. Expecting a drop on Monday.",11/14/2021,Bearish,9
,,,,
405203672,"$TSLA 

@elonmusk ðŸ‘‡

A careful observer would note that my (low basis) share sale rate significantly exceeds my 10b (high basis) option exercise rate, thus closer to tax maximization than minimization.

ðŸ™ðŸ»ðŸ‰ðŸ¦…",11/13/2021,Bullish,11
405203552,"$LCID $GGPI $FSR $RIVN $TSLA 

Notice how all these tickers tag lcid. Constantly through our thread.      They know.  ðŸ’Ž",11/13/2021,Bullish,13
405201869,$TSLA Hertz Tesla commercial. Letâ€™s go!,11/13/2021,Bullish,6
405201639,"$NNDM if nano attracts Toyota $TM like essemtec did, then EV companies will chase nndm as well.  Yoav will go after essemtec customers.  If and only $tsla and $nio follow with 3d printing electronics and $F",11/13/2021,Bullish,5
405200966,$TSLA You guys see this divergence here ðŸ˜‰,11/13/2021,Bullish,5
405197907,$TSLA elon hates short sellers and just trapped you all ðŸ¤¦ðŸ½â€â™‚ï¸ monday is death to all bears,11/13/2021,Bullish,9
405194613,$TSLA Fame is over ... Hype now $LCID and $RIVN,11/13/2021,Bearish,10
405194195,"$TSLA HYDROGEN ECONOMY WILL PUNCTURE THIS BALLOON; EVEN ELON IS REALIZING THIS, BUT HE WON&#39;T ADMIT UNTIL MOST OF HIS STOCKS ARE SOLD. BUY SOME NEL ASA OR EVEN PLUG AND THANK ME LATER",11/13/2021,Bearish,2
405194097,$TSLA EASY SHORT,11/13/2021,Bearish,3
405194092,$TSLA *note about Elonâœ… from cuLt following PERMABULLS â™¿ðŸ˜¬ðŸ˜µðŸ˜­ðŸ˜†ðŸ“‰ ... Hello $900s then 800 ðŸ™‹ $SPY $ggpi $rivn,11/13/2021,Bearish,12
405193064,"$SPY IF Inflation was transitory was a person...  Everyday breakfast,  lunch,  dinner,  snack and you&#39;ll still not have babies naturally and keep a balanced checkbook ðŸ˜­ðŸ˜†ðŸ™‹ðŸ“ŠðŸ’€ðŸ‘€ Markets are such a DOTARD entity.. ðŸ¤ª Government under this keynesian regime isn&#39;t even hiding how FAKE they are anymore.. They&#39;re blatantly outright STEALING from main street tax payers to pad greedy boomers pockets in the way to the grave! $tsla $aapl $msft $rivn etc.. 

SUNDAY FUTURES - ðŸ©¸ðŸ©¸ðŸ©¸",11/13/2021,Bearish,15
405190341,$TSLA 37% completed and stock is 20% down...,11/13/2021,Bearish,7
405187000,"$RIVN their trucks are ugly and priced too high for what you get. If you have 80k to spend, better off getting a $GM  Sierra Denali, the electric hummer, or even the $TSLA cyber truck. Don&#39;t see too many in Texas driving these, and Texas is the truck capital of the world.",11/13/2021,Bearish,4
,,,,
405009037,"$TSLA Vehicle prices are rising daily, crazy demand - can&#39;t wait to see Q4 margins",11/12/2021,Bullish,10
405008442,"$TSLA Most volume is between 1000$-1100$, if this stays when Elong finishes selling his shares, it will be very strong base moving forward imo!",11/12/2021,Bullish,6
405006477,"$TSLA 

I say Bulls who are focused more on short term SP and not looking at the long Term SP potential are NOT real Bulls in my BOOK .. 

This Cycle reminds me of every Cycle we have been through but the only difference we are over 32000% way over where we started !!! Does that say anything to you !? 

If you think the top was $1200 I can assure you youâ€™re no different from these talking heads who thought 1k was the top pre Split .. soon will have same discussion once @elonmusk closes the gate !! 

3% swing to satisfy my greeds and 97% long to keep my conviction happy thatâ€™s how it began for me n thatâ€™s how itâ€™ll be for the next decade !! 

So plz stop with emotions !! 

ðŸ™ðŸ»ðŸ‰ðŸ¦…
Follow",11/12/2021,Bullish,7
405003183,$TSLA Patience is strong.,11/12/2021,Bullish,7
405000340,"$SAITAMA.X we are in 2021 , so either be a lion or go as a cat , be smart $SHIB.X , always there is another way to make money , your last call for $SAITAMA.X â€tomorrow is the battle â€œ 
I posted this many times and this is the last call , $DOGE.X $TSLA $BTC.X  U are all invited too , letâ€™s make it together, Iâ€™m already rich from both shiba and saitama, just wanna share the wealth.",11/12/2021,Bullish,7
404997815,"$MNMD this will do to mental health and pharmaceutical industry what $SHOP and $AMZN  did to retail industry and what $TSLA is doing to power and transportation and the list can go on and onâ€¦. Thatâ€™s why Iâ€™m okay with the steps weâ€™re in today with this company. The baby stages. Great things take time. Let the day trader penny flip. Itâ€™s okay itâ€™s part of the game. If you want to park your cash somewhere safe where it will grow. Youâ€™re in the right place. More importantly the cause; youâ€™ll be supporting your neighbor who suffers from mental health issues on a daily basis with no idea how to handle it. In the near future, just like weâ€™re saying changes in education and transportation and online retail and all sorts of thingsâ€¦. We will also see changes in the way we treat mental concerns. Load up right now while you can. Ignore the day to day. Secure your bag ðŸ’¼ 

(Rant over)",11/12/2021,Bullish,10
405010502,$TSLA do people donâ€™t know elon is selling over the next few days according to media and tweet? why do people still buy now. Lol.,11/12/2021,Bearish,2
405007074,"$TSLA Elon sold 30% of what he promised he would sell, still gonna go down hill until all 10% of his shares are sold",11/12/2021,Bearish,5
404998781,$TSLA if Enron continues to sell at the current rate. This should drop into the low 900s by next week. It would be hilarious if the SEC clawed back any gains this POS had from the fake Hertz deal.,11/12/2021,Bearish,5
404997337,$TSLA see yall at 850 by December,11/12/2021,Bearish,4
404993729,$TSLA Elon dumping on his loyal bag holders. Love it.,11/12/2021,Bearish,2
404989579,$TSLA Elon has only sold a small FRACTION of the lot he intends to sell. Back to $800 easy,11/12/2021,Bearish,5
404982281,$TSLA Sheâ€™s gonna drown over the next two weeks,11/12/2021,Bearish,5
,,,,
404480072,"$PLUG $FCEL $AMC $TSLA ðŸ‘€ ---&gt;&gt;Viking 
is the next multibagger ?? 
Take your profits to ----&gt;&gt; $VKIN 
for the 400% moves",11/11/2021,Bullish,7
404479554,$TSLA there knuckle heads keep saying sub $900ðŸ˜… where the f $900 at???,11/11/2021,Bullish,3
404479317,$SFT next couple years: It becomes taboo for rich/upper middle class to own internal combustion cars. They all dump their (super nice) gas cars to buy $TSLA and $LCID cars. Millions of people then buy their used perfectly good cars through e-commerce. Waterfall effect with each class upgrading. $SFT grows to National and makes massive $$$ from all of these transactions.,11/11/2021,Bullish,6
404479158,$TSLA Lol Taking this back to $1279 ;),11/11/2021,Bullish,4
404478853,$TSLA give us a $100 up day tomorrow,11/11/2021,Bullish,8
404477615,$TSLA I&#39;m coming for your puts,11/11/2021,Bullish,6
404482823,$TSLA tomorrow is blood day see you at $900,11/11/2021,Bearish,15
404481247,$TSLA what happens tomorrow when Elon sells another $5 billion? Down another 100pt?,11/11/2021,Bearish,8
404481075,$TSLA people buying when institutional sells ðŸ¦§ðŸ¦§ðŸ¦§,11/11/2021,Bearish,4
404476168,"$TSLA Lets hope Elon still has $14 billion to go. There can&#39;t be that much dumb money, right?

Who am I kidding.. dumb money got this to 1.2 trillion LOL",11/11/2021,Bearish,6
404475319,$TSLA Gut tells me big news on the way...,11/11/2021,Bearish,4
404474788,$TSLA mind numbing day.. give us the big red leg tomorrow musky,11/11/2021,Bearish,7
404474342,$TSLA tomorrow bulls,11/11/2021,Bearish,6
404470372,$TSLA good ol sell off Friday,11/11/2021,Bearish,9
,,,,
242436662,hope the bears had their fun during market correction. the rest of the week opens green. $AAPL $TSLA $NFLX,9/8/2020,Bullish,4
242436459,$TSLA Key level to hold.  I said $340 last week.  Here we are. Keep your powder dry for this one...,9/8/2020,Bullish,9
242436188,"$RKT $MSFT $AAPL $GLUU So basically this is my portfolio, 
Over past week I feel like Iâ€™ve had my pants pulled down and forced to spend the day in a prison shower unit.

I donâ€™t half pick em, the only thing I can say thatâ€™s positive at least I didnâ€™t buy $TSLA that would have topped the last week off. 

Good job I have a sense of humour ðŸ¤£",9/8/2020,Bullish,15
242435990,"$TSLA 
Stand Still. Today was 50MA.",9/8/2020,Bullish,6
242435882,$TSLA Expecting a rebound to 360.,9/8/2020,Bullish,4
242435852,$TSLA Tesla completed the stock offering and closes the deal tomorrow. https://www.marketwatch.com/story/tesla-completed-stock-offering-which-helped-trigger-last-weeks-selloff-2020-09-08?mod=mw_latestnews,9/8/2020,Bullish,2
242435850,$TSLA good for a swing overnight expecting this to hit $400,9/8/2020,Bullish,7
242435670,"$TSLA No worries, whole thing is ugly.",9/8/2020,Bullish,6
242435633,$TSLA they canâ€™t hold it much longer time is up and the beast will come back,9/8/2020,Bullish,3
242434760,$TSLA warned lots of people they the Tech bubble would bust. The market will shift to oil and gold now and maybe bioâ€™s again. Iâ€™ll buy Tesla at $50,9/8/2020,Bearish,2
242434745,$TSLA directly after the split it had a &gt; +20% day so a drop like today makes sense,9/8/2020,Bearish,1
242434711,$TSLA Donâ€™t worry bulls! It will start going back up if it hits 0,9/8/2020,Bearish,3
242434309,$TSLA Big tutes made enough money on this and they are withdrawing their profit. Even it hits $200 it is still $1000 of old price and overvalued.,9/8/2020,Bearish,2
242434273,$TSLA 100 more than fair,9/8/2020,Bearish,2
242434240,$TSLA tomorrow most likely 270,9/8/2020,Bearish,1
242434222,$TSLA LOL you clowns got played Elon.,9/8/2020,Bearish,4
,,,,
242192786,"$KCAC There are only 2 LIMITING FACTORS to all EV&#39;s:

1. SOFTWARE
2. POWER SOURCE

With that in mind....... $TSLA needs to field in more VEHICLES in real roads with real PEOPLE so it can gather more data for its SOFTWARE DEVELOPMENT. That is the primary reason why ELON MUSK is coming up with a VERY AFFORDABLE CAR (Approx $22,000).

It has been proven time and time again that the current power source of ALL EV&#39;s (NIO, XPENG, VW, BHD, Toyota, Mercedes Benz, NIKOLA and etc) is TOO LIMITING

$KCAC made ELON MUSK jump from his seat and personally VISIT VW. 
 
https://www.bloomberg.com/news/articles/2019-02-06/musk-tweet-sparks-mercedes-tesla-talks-over-electric-van-project",9/7/2020,Bullish,7
242192386,$TSLA News on Forbes,9/7/2020,Bullish,4
242191895,$TSLA decoded. Fuck shorts . Lol,9/7/2020,Bullish,6
242190847,$TSLA European market loading $ETSY .before American market open. If TSLA S&amp; P 500 was announced on Friday it would have $600 before market on Tuesday.,9/7/2020,Bullish,8
242190580,$TSLA lol not even down more than 3 dollars . I guess so much for the bear thesis of 350. 385 is clearly the support. This going up Tuesday for sure. Sleep well fellow bulls.,9/7/2020,Bullish,13
242190570,"$TSLA Main section of Tesla&#39;s Shanghai Gigafactory Phase 2 has been completed and Model Y cars will be mass-produced from the first quarter of next year

https://www.globaltimes.cn/content/1200110.shtml",9/7/2020,Bullish,4
242190236,"$TSLA is not a car company they are a tech company that sells cars , distributes solar energy , develops microchips for autonomous driving , future taxi company and the list and potential goes on . This stock canâ€™t be evaluated by any analyst unless they understand every aspect of TSLA",9/7/2020,Bullish,5
242190091,$TSLA I keep reading this shit that TSLA will crash since 2016. Total bs. Remember this loser?,9/7/2020,Bullish,5
242189875,"$TSLA &quot;Elon Musk: one of the most exciting days in Tesla history&quot;

 Battery day 2020! &quot;Get that head, get that bread, than leave!&quot; The end",9/7/2020,Bullish,6
242189681,$TSLA - Tesla has a great support at $200,9/7/2020,Bearish,3
242189657,$TSLA you got to be crazy or stupid to buy at this price!,9/7/2020,Bearish,4
242189622,"$TSLA Apparently Elon copied China for the robotaxi ideas, WeRide/AutoX have been running it for 2 years, backed by $Baba, it takes a copycat to recognize another copycat (Bezos).",9/7/2020,Bearish,4
242188918,"$TSLA 
We are in a very volatile time.  2 Months until elections.  There will be institutions, funds taking off risk while placing hedges etc - things will be rockier leading up to elections and we as traders and our ability to manage risk will really be put to the test.  Keep all this in mind for the next 8-12 weeks.  Probably not a good time to be thinking about getting rich.  Think more about minimizing risk and trying to survive moreso.  Good luck and have fun.",9/7/2020,Bearish,9
242187472,$TSLA feeling good about my puts!  Having a good weekend stress freeðŸ˜‚ðŸ˜‚ðŸ‘,9/7/2020,Bearish,4
242187113,"$TSLA in my opinion, a good move would be for Tesla to pay other car owners to put their sensors on their non- tesla cars.  In other words, for Teslaâ€™s to communicate with non- Teslaâ€™s. This will impact everything. Better safety. Revenue generation for existing non Tesla owners. Deep data. Think Uber for sensors for Tesla to give you money.",9/7/2020,Bearish,2
242183374,$TSLA  RH fan club always gets mad when anyone  else  doesn&#39;t  go along  with  the  pump everyone  knows this stock is  overpriced  so a 50% correction  is  healthy  get over it she&#39;s  going  down  free fall all week  and then some,9/7/2020,Bearish,3
242182849,"$TSLA Don&#39;t be fool guys. The Germany number is 18% of EV only, not the entire market. And its 4k cars...",9/7/2020,Bearish,2
